id	name	category	taxon
NCBITaxon:1262924	Prevotella sp. CAG:279	biolink:OrganismTaxon	NA
NCBITaxon:1263006	Firmicutes bacterium CAG:170	biolink:OrganismTaxon	NA
NCBITaxon:1686	Bifidobacterium catenulatum	biolink:OrganismTaxon	NA
NCBITaxon:28118	Odoribacter splanchnicus	biolink:OrganismTaxon	NA
NCBITaxon:823	Parabacteroides distasonis	biolink:OrganismTaxon	NA
NCBITaxon:437897	Megamonas funiformis	biolink:OrganismTaxon	NA
NCBITaxon:1639133	Citrobacter portucalensis	biolink:OrganismTaxon	NA
NCBITaxon:158847	Megamonas hypermegale	biolink:OrganismTaxon	NA
NCBITaxon:28116	Bacteroides ovatus	biolink:OrganismTaxon	NA
NCBITaxon:39490	Eubacterium ramulus	biolink:OrganismTaxon	NA
NCBITaxon:1262911	Oscillibacter sp. CAG:241	biolink:OrganismTaxon	NA
NCBITaxon:28111	Bacteroides eggerthii	biolink:OrganismTaxon	NA
NCBITaxon:114527	Mogibacterium diversum	biolink:OrganismTaxon	NA
UMLS:C2718297	Klebsiella aerogenes biovar pneumoniae	biolink:OrganismTaxon	NA
NCBITaxon:745368	Gemmiger formicilis	biolink:OrganismTaxon	NA
NCBITaxon:46228	[Ruminococcus] lactaris	biolink:OrganismTaxon	NA
NCBITaxon:861	Fusobacterium ulcerans	biolink:OrganismTaxon	NA
NCBITaxon:371601	Bacteroides xylanisolvens	biolink:OrganismTaxon	NA
NCBITaxon:1735	Holdemanella biformis	biolink:OrganismTaxon	NA
NCBITaxon:487174	Barnesiella intestinihominis	biolink:OrganismTaxon	NA
NCBITaxon:1680	Bifidobacterium adolescentis	biolink:OrganismTaxon	NA
NCBITaxon:29391	Gemella morbillorum	biolink:OrganismTaxon	NA
NCBITaxon:214856	Alistipes finegoldii	biolink:OrganismTaxon	NA
NCBITaxon:1313	Streptococcus pneumoniae	biolink:OrganismTaxon	NA
NCBITaxon:454155	Paraprevotella xylaniphila	biolink:OrganismTaxon	NA
NCBITaxon:338188	Bacteroides finegoldii	biolink:OrganismTaxon	NA
NCBITaxon:1965604	Anaeromassilibacillus sp. An250	biolink:OrganismTaxon	NA
NCBITaxon:358742	Enterocloster aldenensis	biolink:OrganismTaxon	NA
NCBITaxon:46503	Parabacteroides merdae	biolink:OrganismTaxon	NA
NCBITaxon:40519	Ruminococcus callidus	biolink:OrganismTaxon	NA
NCBITaxon:61171	Holdemania filiformis	biolink:OrganismTaxon	NA
NCBITaxon:674529	Bacteroides faecis	biolink:OrganismTaxon	NA
NCBITaxon:209880	Allisonella histaminiformans	biolink:OrganismTaxon	NA
NCBITaxon:1432052	Eisenbergiella tayi	biolink:OrganismTaxon	NA
NCBITaxon:1303	Streptococcus oralis	biolink:OrganismTaxon	NA
NCBITaxon:328814	Alistipes shahii	biolink:OrganismTaxon	NA
NCBITaxon:1318	Streptococcus parasanguinis	biolink:OrganismTaxon	NA
NCBITaxon:454154	Paraprevotella clara	biolink:OrganismTaxon	NA
NCBITaxon:460384	Enterocloster lavalensis	biolink:OrganismTaxon	NA
NCBITaxon:1297617	Intestinimonas butyriciproducens	biolink:OrganismTaxon	NA
NCBITaxon:1262889	Eubacterium sp. CAG:38	biolink:OrganismTaxon	NA
NCBITaxon:1608898	Haemophilus sp. HMSC71H05	biolink:OrganismTaxon	NA
NCBITaxon:729	Haemophilus parainfluenzae	biolink:OrganismTaxon	NA
NCBITaxon:328812	Parabacteroides goldsteinii	biolink:OrganismTaxon	NA
NCBITaxon:1262756	Blautia sp. CAG:257	biolink:OrganismTaxon	NA
NCBITaxon:1322	Blautia hansenii	biolink:OrganismTaxon	NA
NCBITaxon:423477	Veillonella rogosae	biolink:OrganismTaxon	NA
NCBITaxon:2108523	Lawsonibacter asaccharolyticus	biolink:OrganismTaxon	NA
NCBITaxon:74426	Collinsella aerofaciens	biolink:OrganismTaxon	NA
NCBITaxon:166486	Roseburia intestinalis	biolink:OrganismTaxon	NA
NCBITaxon:546	Citrobacter freundii	biolink:OrganismTaxon	NA
NCBITaxon:28117	Alistipes putredinis	biolink:OrganismTaxon	NA
NCBITaxon:84024	Clostridium disporicum	biolink:OrganismTaxon	NA
NCBITaxon:33043	Coprococcus eutactus	biolink:OrganismTaxon	NA
NCBITaxon:47678	Bacteroides caccae	biolink:OrganismTaxon	NA
NCBITaxon:2026240	Klebsiella quasivariicola	biolink:OrganismTaxon	NA
NCBITaxon:410072	Coprococcus comes	biolink:OrganismTaxon	NA
NCBITaxon:1309	Streptococcus mutans	biolink:OrganismTaxon	NA
NCBITaxon:29361	[Clostridium] nexile	biolink:OrganismTaxon	NA
NCBITaxon:817	Bacteroides fragilis	biolink:OrganismTaxon	NA
NCBITaxon:97478	Limosilactobacillus mucosae	biolink:OrganismTaxon	NA
NCBITaxon:821	Phocaeicola vulgatus	biolink:OrganismTaxon	NA
NCBITaxon:147207	Collinsella intestinalis	biolink:OrganismTaxon	NA
NCBITaxon:147206	Collinsella stercoris	biolink:OrganismTaxon	NA
NCBITaxon:33039	[Ruminococcus] torques	biolink:OrganismTaxon	NA
NCBITaxon:40520	Blautia obeum	biolink:OrganismTaxon	NA
NCBITaxon:116085	Coprococcus catus	biolink:OrganismTaxon	NA
NCBITaxon:573	Klebsiella pneumoniae	biolink:OrganismTaxon	NA
NCBITaxon:539813	Enterobacter mori	biolink:OrganismTaxon	NA
NCBITaxon:301302	Roseburia faecis	biolink:OrganismTaxon	NA
NCBITaxon:31971	Amedibacillus dolichus	biolink:OrganismTaxon	NA
NCBITaxon:1531	Enterocloster clostridioformis	biolink:OrganismTaxon	NA
NCBITaxon:33025	Phascolarctobacterium faecium	biolink:OrganismTaxon	NA
NCBITaxon:1463165	Klebsiella quasipneumoniae	biolink:OrganismTaxon	NA
NCBITaxon:33038	Mediterraneibacter gnavus	biolink:OrganismTaxon	NA
NCBITaxon:1911679	Veillonella infantium	biolink:OrganismTaxon	NA
NCBITaxon:1115758	Romboutsia ilealis	biolink:OrganismTaxon	NA
NCBITaxon:907	Megasphaera elsdenii	biolink:OrganismTaxon	NA
UMLS:C1532308	Enterobacter cloacae complex	biolink:OrganismTaxon	NA
NCBITaxon:1302	Streptococcus gordonii	biolink:OrganismTaxon	NA
UMLS:C1075197	Klebsiella singaporensis	biolink:OrganismTaxon	NA
NCBITaxon:88431	Dorea longicatena	biolink:OrganismTaxon	NA
NCBITaxon:1535	[Clostridium] leptum	biolink:OrganismTaxon	NA
NCBITaxon:310298	Phocaeicola coprocola	biolink:OrganismTaxon	NA
NCBITaxon:291644	Bacteroides salyersiae	biolink:OrganismTaxon	NA
NCBITaxon:358743	Enterocloster citroniae	biolink:OrganismTaxon	NA
NCBITaxon:1689	Bifidobacterium dentium	biolink:OrganismTaxon	NA
NCBITaxon:1512	[Clostridium] symbiosum	biolink:OrganismTaxon	NA
NCBITaxon:39496	Eubacterium ventriosum	biolink:OrganismTaxon	NA
NCBITaxon:820	Bacteroides uniformis	biolink:OrganismTaxon	NA
NCBITaxon:1262888	Eubacterium sp. CAG:274	biolink:OrganismTaxon	NA
NCBITaxon:571	Klebsiella oxytoca	biolink:OrganismTaxon	NA
NCBITaxon:292800	Flavonifractor plautii	biolink:OrganismTaxon	NA
NCBITaxon:218538	Dialister invisus	biolink:OrganismTaxon	NA
NCBITaxon:39777	Veillonella atypica	biolink:OrganismTaxon	NA
NCBITaxon:544645	Butyricimonas virosa	biolink:OrganismTaxon	NA
NCBITaxon:1262944	Roseburia sp. CAG:303	biolink:OrganismTaxon	NA
NCBITaxon:1099853	Coprobacter fastidiosus	biolink:OrganismTaxon	NA
NCBITaxon:1262824	Clostridium sp. CAG:58	biolink:OrganismTaxon	NA
NCBITaxon:387661	Parabacteroides johnsonii	biolink:OrganismTaxon	NA
NCBITaxon:562	Escherichia coli	biolink:OrganismTaxon	NA
NCBITaxon:853	Faecalibacterium prausnitzii	biolink:OrganismTaxon	NA
NCBITaxon:1262783	Clostridium sp. CAG:242	biolink:OrganismTaxon	NA
NCBITaxon:1262992	Firmicutes bacterium CAG:83	biolink:OrganismTaxon	NA
NCBITaxon:239935	Akkermansia muciniphila	biolink:OrganismTaxon	NA
NCBITaxon:1796652	Turicimonas muris	biolink:OrganismTaxon	NA
NCBITaxon:544644	Butyricimonas synergistica	biolink:OrganismTaxon	NA
NCBITaxon:1262988	Firmicutes bacterium CAG:95	biolink:OrganismTaxon	NA
NCBITaxon:29466	Veillonella parvula	biolink:OrganismTaxon	NA
NCBITaxon:1624	Ligilactobacillus salivarius	biolink:OrganismTaxon	NA
NCBITaxon:487175	Parasutterella excrementihominis	biolink:OrganismTaxon	NA
NCBITaxon:39778	Veillonella dispar	biolink:OrganismTaxon	NA
NCBITaxon:626929	Bacteroides clarus	biolink:OrganismTaxon	NA
NCBITaxon:133448	Citrobacter youngae	biolink:OrganismTaxon	NA
NCBITaxon:626932	Alistipes indistinctus	biolink:OrganismTaxon	NA
UMLS:C1016530	Hallella	biolink:OrganismTaxon	NA
NCBITaxon:1266	Sarcina	biolink:OrganismTaxon	NA
UMLS:C1212549	Dorea	biolink:OrganismTaxon	NA
UMLS:C5538374	Erysipelotrichaceae incertae sedis	biolink:OrganismTaxon	NA
NCBITaxon:204475	Gemmiger	biolink:OrganismTaxon	NA
NCBITaxon:34096	Brevinema	biolink:OrganismTaxon	NA
NCBITaxon:1730	Eubacterium	biolink:OrganismTaxon	NA
NCBITaxon:1263	Ruminococcus	biolink:OrganismTaxon	NA
NCBITaxon:577309	Paraprevotella	biolink:OrganismTaxon	NA
NCBITaxon:946234	Flavonifractor	biolink:OrganismTaxon	NA
NCBITaxon:86331	Mogibacterium	biolink:OrganismTaxon	NA
NCBITaxon:556257	Pseudolabrys	biolink:OrganismTaxon	NA
UMLS:C1073104	Desulforegula	biolink:OrganismTaxon	NA
NCBITaxon:209	Helicobacter	biolink:OrganismTaxon	NA
UMLS:C2288424	Oscillibacter	biolink:OrganismTaxon	NA
UMLS:C1473846	Ethanoligenens	biolink:OrganismTaxon	NA
UMLS:C1474809	Oribacterium	biolink:OrganismTaxon	NA
NCBITaxon:207244	Anaerostipes	biolink:OrganismTaxon	NA
NCBITaxon:580024	Enterorhabdus	biolink:OrganismTaxon	NA
NCBITaxon:580596	Butyricicoccus	biolink:OrganismTaxon	NA
NCBITaxon:133925	Olsenella	biolink:OrganismTaxon	NA
NCBITaxon:236752	Fastidiosipila	biolink:OrganismTaxon	NA
NCBITaxon:696745	Alkalibaculum	biolink:OrganismTaxon	NA
UMLS:C0995401	Roseburia	biolink:OrganismTaxon	NA
NCBITaxon:830	Butyrivibrio	biolink:OrganismTaxon	NA
NCBITaxon:572511	Blautia	biolink:OrganismTaxon	NA
NCBITaxon:558436	Xylanibacter	biolink:OrganismTaxon	NA
NCBITaxon:1578	Lactobacillus	biolink:OrganismTaxon	NA
UMLS:C1047126	Collinsella	biolink:OrganismTaxon	NA
NCBITaxon:189326	Gelria	biolink:OrganismTaxon	NA
NCBITaxon:118747	Bulleidia	biolink:OrganismTaxon	NA
NCBITaxon:216851	Faecalibacterium	biolink:OrganismTaxon	NA
NCBITaxon:838	Prevotella	biolink:OrganismTaxon	NA
UMLS:C0995866	Asteroleplasma	biolink:OrganismTaxon	NA
UMLS:C1008539	Dialister	biolink:OrganismTaxon	NA
NCBITaxon:135858	Catenibacterium	biolink:OrganismTaxon	NA
NCBITaxon:906	Megasphaera	biolink:OrganismTaxon	NA
UMLS:C1004289	Phascolarctobacterium	biolink:OrganismTaxon	NA
NCBITaxon:574697	Butyricimonas	biolink:OrganismTaxon	NA
NCBITaxon:40544	Sutterella	biolink:OrganismTaxon	NA
NCBITaxon:44748	Sporobacter	biolink:OrganismTaxon	NA
NCBITaxon:816	Bacteroides	biolink:OrganismTaxon	NA
NCBITaxon:109326	Anaerovorax	biolink:OrganismTaxon	NA
UMLS:C1018786	Schwartzia <firmicutes>	biolink:OrganismTaxon	NA
NCBITaxon:832	Fibrobacter	biolink:OrganismTaxon	NA
UMLS:C1019220	Dehalobacter	biolink:OrganismTaxon	NA
UMLS:C2312288	Sharpea	biolink:OrganismTaxon	NA
UMLS:C2618361	Kiloniella	biolink:OrganismTaxon	NA
NCBITaxon:29521	Brachyspira	biolink:OrganismTaxon	NA
NCBITaxon:83770	Succinivibrio	biolink:OrganismTaxon	NA
UMLS:C1225738	Allisonella	biolink:OrganismTaxon	NA
NCBITaxon:100175	Papillibacter	biolink:OrganismTaxon	NA
NCBITaxon:157	Treponema	biolink:OrganismTaxon	NA
NCBITaxon:28138	Rikenella	biolink:OrganismTaxon	NA
UMLS:C1036498	Slackia	biolink:OrganismTaxon	NA
UMLS:C0314771	Acetivibrio	biolink:OrganismTaxon	NA
NCBITaxon:29465	Veillonella	biolink:OrganismTaxon	NA
NCBITaxon:195950	Tannerella	biolink:OrganismTaxon	NA
NCBITaxon:244127	Anaerotruncus	biolink:OrganismTaxon	NA
UMLS:C3576107	Saccharofermentans	biolink:OrganismTaxon	NA
NCBITaxon:292632	Subdoligranulum	biolink:OrganismTaxon	NA
UMLS:C1927848	Parabacteroides	biolink:OrganismTaxon	NA
UMLS:C1496815	Acetanaerobacterium	biolink:OrganismTaxon	NA
NCBITaxon:200677	Meniscus	biolink:OrganismTaxon	NA
NCBITaxon:146	Spirochaeta	biolink:OrganismTaxon	NA
UMLS:C1022647	Holdemania	biolink:OrganismTaxon	NA
NCBITaxon:482	Neisseria	biolink:OrganismTaxon	NA
UMLS:C1214082	Turicibacter	biolink:OrganismTaxon	NA
UMLS:C1458769	Allobaculum	biolink:OrganismTaxon	NA
NCBITaxon:1121251	Cucumibacter	biolink:OrganismTaxon	NA
UMLS:C2615319	Haloactinospora	biolink:OrganismTaxon	NA
NCBITaxon:397864	Barnesiella	biolink:OrganismTaxon	NA
NCBITaxon:213484	Vampirovibrio	biolink:OrganismTaxon	NA
UMLS:C1004293	Coprococcus	biolink:OrganismTaxon	NA
NCBITaxon:715222	Caldicoprobacter	biolink:OrganismTaxon	NA
NCBITaxon:2740	Peptococcus	biolink:OrganismTaxon	NA
NCBITaxon:1017280	Pseudoflavonifractor	biolink:OrganismTaxon	NA
UMLS:C3435185	Dongia	biolink:OrganismTaxon	NA
NCBITaxon:872	Desulfovibrio	biolink:OrganismTaxon	NA
UMLS:C1495787	Genus Lentisphaera	biolink:OrganismTaxon	NA
UMLS:C0995495	Rhodocyclus	biolink:OrganismTaxon	NA
NCBITaxon:183669	Macromonas	biolink:OrganismTaxon	NA
UMLS:C2271807	Howardella	biolink:OrganismTaxon	NA
NCBITaxon:80865	Delftia	biolink:OrganismTaxon	NA
NCBITaxon:172900	Victivallis	biolink:OrganismTaxon	NA
NCBITaxon:693074	Caldisericum	biolink:OrganismTaxon	NA
GO:0046392	galactarate catabolic process	biolink:BiologicalProcess	NA
GO:0019385	methanogenesis, from acetate	biolink:BiologicalProcess	NA
PathWhiz:PW123547	Peptidoglycan Biosynthesis II	biolink:Pathway	NA
GO:0019417	sulfur oxidation	biolink:BiologicalProcess	NA
GO:0042838	D-glucarate catabolic process	biolink:BiologicalProcess	NA
GO:0042852	L-alanine biosynthetic process	biolink:BiologicalProcess	NA
NCBIGene:1252364	moeB	biolink:Gene	NCBITaxon:99287
GO:0006633	fatty acid biosynthetic process	biolink:BiologicalProcess	NA
NCBITaxon:342658	Gracilibacter	biolink:OrganismTaxon	NA
NCBITaxon:267849	Nitrincola	biolink:OrganismTaxon	NA
UMLS:C0317737	Mitsuokella	biolink:OrganismTaxon	NA
NCBITaxon:346096	Paludibacter	biolink:OrganismTaxon	NA
NCBITaxon:846	Oxalobacter	biolink:OrganismTaxon	NA
UMLS:C1079817	Sneathia	biolink:OrganismTaxon	NA
NCBITaxon:836	Porphyromonas	biolink:OrganismTaxon	NA
UMLS:C0314849	Anaeroplasma	biolink:OrganismTaxon	NA
NCBITaxon:377315	Mariprofundus	biolink:OrganismTaxon	NA
NCBITaxon:423604	Elusimicrobium	biolink:OrganismTaxon	NA
NCBITaxon:1678	Bifidobacterium	biolink:OrganismTaxon	NA
NCBITaxon:5583	Exophiala	biolink:OrganismTaxon	NA
NCBITaxon:55193	Malassezia	biolink:OrganismTaxon	NA
NCBITaxon:5206	Cryptococcus	biolink:OrganismTaxon	NA
NCBITaxon:599802	Barnettozyma	biolink:OrganismTaxon	NA
NCBITaxon:4842	Rhizopus	biolink:OrganismTaxon	NA
NCBITaxon:5475	Candida	biolink:OrganismTaxon	NA
UMLS:C3008874	Debaryomycetaceae	biolink:OrganismTaxon	NA
NCBITaxon:5052	Aspergillus	biolink:OrganismTaxon	NA
NCBITaxon:5073	Penicillium	biolink:OrganismTaxon	NA
UMLS:C1013004	Orbilia	biolink:OrganismTaxon	NA
NCBITaxon:4919	Pichia	biolink:OrganismTaxon	NA
UMLS:C4421157	Pseudopithomyces	biolink:OrganismTaxon	NA
NCBITaxon:36913	Lodderomyces	biolink:OrganismTaxon	NA
NCBITaxon:5550	Trichophyton	biolink:OrganismTaxon	NA
NCBIGene:3446	IFNA10	biolink:Gene	NCBITaxon:9606
NCBIGene:3448	IFNA14	biolink:Gene	NCBITaxon:9606
NCBIGene:3451	IFNA17	biolink:Gene	NCBITaxon:9606
NCBIGene:3445	IFNA8	biolink:Gene	NCBITaxon:9606
NCBIGene:3449	IFNA16	biolink:Gene	NCBITaxon:9606
NCBIGene:3440	IFNA2	biolink:Gene	NCBITaxon:9606
NCBIGene:3444	IFNA7	biolink:Gene	NCBITaxon:9606
NCBIGene:3442	IFNA5	biolink:Gene	NCBITaxon:9606
NCBIGene:6891	TAP2	biolink:Gene	NCBITaxon:9606
NCBIGene:3441	IFNA4	biolink:Gene	NCBITaxon:9606
NCBIGene:3439	IFNA1	biolink:Gene	NCBITaxon:9606
NCBIGene:3452	IFNA21	biolink:Gene	NCBITaxon:9606
NCBIGene:3821	KLRC1	biolink:Gene	NCBITaxon:9606
NCBIGene:3822	KLRC2	biolink:Gene	NCBITaxon:9606
NCBIGene:5721	PSME2	biolink:Gene	NCBITaxon:9606
NCBIGene:3824	KLRD1	biolink:Gene	NCBITaxon:9606
NCBIGene:3823	KLRC3	biolink:Gene	NCBITaxon:9606
NCBIGene:23541	SEC14L2	biolink:Gene	NCBITaxon:9606
NCBIGene:5993	RFX5	biolink:Gene	NCBITaxon:9606
NCBIGene:5720	PSME1	biolink:Gene	NCBITaxon:9606
NCBIGene:926	CD8B	biolink:Gene	NCBITaxon:9606
NCBIGene:3443	IFNA6	biolink:Gene	NCBITaxon:9606
NCBIGene:8302	KLRC4	biolink:Gene	NCBITaxon:9606
NCBIGene:3805	KIR2DL4	biolink:Gene	NCBITaxon:9606
NCBIGene:8625	RFXANK	biolink:Gene	NCBITaxon:9606
NCBIGene:3804	KIR2DL3	biolink:Gene	NCBITaxon:9606
NCBIGene:925	CD8A	biolink:Gene	NCBITaxon:9606
NCBIGene:6892	TAPBP	biolink:Gene	NCBITaxon:9606
NCBIGene:1520	CTSS	biolink:Gene	NCBITaxon:9606
NCBIGene:3811	KIR3DL1	biolink:Gene	NCBITaxon:9606
NCBIGene:3812	KIR3DL2	biolink:Gene	NCBITaxon:9606
NCBIGene:115653	KIR3DL3	biolink:Gene	NCBITaxon:9606
NCBIGene:5641	LGMN	biolink:Gene	NCBITaxon:9606
NCBIGene:920	CD4	biolink:Gene	NCBITaxon:9606
NCBIGene:10197	PSME3	biolink:Gene	NCBITaxon:9606
NCBIGene:102725023	LOC102725023	biolink:Gene	NCBITaxon:9606
NCBIGene:3803	KIR2DL2	biolink:Gene	NCBITaxon:9606
NCBIGene:4261	CIITA	biolink:Gene	NCBITaxon:9606
NCBIGene:57292	KIR2DL5A	biolink:Gene	NCBITaxon:9606
NCBIGene:3806	KIR2DS1	biolink:Gene	NCBITaxon:9606
NCBIGene:3809	KIR2DS4	biolink:Gene	NCBITaxon:9606
NCBIGene:3802	KIR2DL1	biolink:Gene	NCBITaxon:9606
NCBIGene:811	CALR	biolink:Gene	NCBITaxon:9606
NCBIGene:1385	CREB1	biolink:Gene	NCBITaxon:9606
NCBIGene:3309	HSPA5	biolink:Gene	NCBITaxon:9606
NCBIGene:2923	PDIA3	biolink:Gene	NCBITaxon:9606
NCBIGene:4800	NFYA	biolink:Gene	NCBITaxon:9606
NCBIGene:972	CD74	biolink:Gene	NCBITaxon:9606
NCBIGene:3310	HSPA6	biolink:Gene	NCBITaxon:9606
NCBIGene:3305	HSPA1L	biolink:Gene	NCBITaxon:9606
NCBIGene:3312	HSPA8	biolink:Gene	NCBITaxon:9606
NCBIGene:3308	HSPA4	biolink:Gene	NCBITaxon:9606
NCBIGene:5994	RFXAP	biolink:Gene	NCBITaxon:9606
NCBIGene:3306	HSPA2	biolink:Gene	NCBITaxon:9606
NCBIGene:567	B2M	biolink:Gene	NCBITaxon:9606
NCBIGene:4049	LTA	biolink:Gene	NCBITaxon:9606
NCBIGene:4801	NFYB	biolink:Gene	NCBITaxon:9606
NCBIGene:3320	HSP90AA1	biolink:Gene	NCBITaxon:9606
NCBIGene:10437	IFI30	biolink:Gene	NCBITaxon:9606
NCBIGene:3303	HSPA1A	biolink:Gene	NCBITaxon:9606
NCBIGene:3304	HSPA1B	biolink:Gene	NCBITaxon:9606
NCBIGene:1508	CTSB	biolink:Gene	NCBITaxon:9606
NCBIGene:3326	HSP90AB1	biolink:Gene	NCBITaxon:9606
UMLS:C0009253	Coitus	biolink:BiologicalProcess	NA
NCBITaxon:201174	Actinomycetota	biolink:OrganismTaxon	NA
NCBITaxon:1378	Gemella	biolink:OrganismTaxon	NA
NCBITaxon:1380	Atopobium	biolink:OrganismTaxon	NA
NCBITaxon:2093	Mycoplasma	biolink:OrganismTaxon	NA
NCBITaxon:1375	Aerococcus	biolink:OrganismTaxon	NA
UMLS:C1228943	Family Oscillospiraceae	biolink:OrganismTaxon	NA
NCBITaxon:2701	Gardnerella	biolink:OrganismTaxon	NA
UMLS:C1077406	Peptoniphilus	biolink:OrganismTaxon	NA
NCBITaxon:165779	Anaerococcus	biolink:OrganismTaxon	NA
NCBITaxon:1279	Staphylococcus	biolink:OrganismTaxon	NA
NCBITaxon:150022	Finegoldia	biolink:OrganismTaxon	NA
NCBITaxon:1301	Streptococcus	biolink:OrganismTaxon	NA
UMLS:C1080666	Family Prevotellaceae	biolink:OrganismTaxon	NA
